name,rSeason,r3Ptstat,nbaServicableShooter,rAge,rG,rGS,rMP,rFG,rFGA,r2P,r2PA,r3P,r3PA,rFT,rFTA,rPTS,r3PpG,r3PApG,r3Pp36,r3PAp36,rFG%,r2P%,r3P%,rFT%,rTS%,reFG%,rUsgPct,r3Pp100,r3PAp100,season,3PtStat,collegeServicableShooter,age,class,height,school,conf,role,Oposs,avgPosition,avgRole,PlusMinus,usg,efg,ts,dunks,dunkAtts,close2,close2Atts,close2Pct,far2,far2Atts,far2Pct,ft,ftAtts,ftPct,2p,2pAtt,2pPct,3pr,3p,3Pp100,3pAtts,3PAp100,3pPct,N1Sseason,N1Sage,N1Susg,N1Sefg,N1Sts,N1Sdunks,N1SdunkAtts,N1Sclose2,N1Sclose2Atts,N1Sclose2Pct,N1Sfar2,N1Sfar2Atts,N1Sfar2Pct,N1Sft,N1SftAtts,N1SftPct,N1S2p,N1S2pAtt,N1S2pPct,N1S3pr,N1S3p,N1S3pAtts,N1S3pPct,N2Sseason,N2Sage,N2Susg,N2Sefg,N2Sts,N2Sdunks,N2SdunkAtts,N2Sclose2,N2Sclose2Atts,N2Sclose2Pct,N2Sfar2,N2Sfar2Atts,N2Sfar2Pct,N2Sft,N2SftAtts,N2SftPct,N2S2p,N2S2pAtt,N2S2pPct,N2S3pr,N2S3p,N2S3pAtts,N2S3pPct,OBPR,BPR,Box OBPR,Box BPR,AdjTeamOffEff,AdjTeamEffmargin
Stanley Johnson,2015,0.758234067,TRUE,19,73,6,1687,225,600,162,395,63,205,80,102,593,0.863,2.808,1.344,4.375,0.375,0.41,0.307,0.784,0.46,0.428,19.6,1.9,6.1,2014,0.953543804,TRUE,18,Fr,78,Arizona,P12,Wing F,1756,3.3,3,484,26,50.1,55.1,16,16,64,119,0.538,67,155,0.432,132,178,0.742,131,274,0.478,29.7,43,2.448747153,116,6.605922551,0.371,,,,,,,,,,,,,,,,,,,,,,,,,,28.2,48.7,52.8,24,26,79,124,0.637,82,226,0.363,128,180,0.711,162,350,0.463,23.2,40,106,0.377,3.67,6.62,3.09,4.73,115,27
Joshua Primo,2021,0.800558055,TRUE,19,50,16,965,101,270,59,133,42,137,44,59,288,0.84,2.74,1.567,5.111,0.374,0.444,0.307,0.746,0.487,0.452,15.4,2.1,6.8,2020,1.137377338,TRUE,18,Fr,78,Alabama,SEC,Wing G,1268,3.1,3.7,123,16.9,54.1,56.5,3,3,37,63,0.587,4,19,0.211,33,44,0.75,41,82,0.5,57.9,43,3.391167192,113,8.911671924,0.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,2.38,1.32,1.93,108.5,20.3
Brandon Boston Jr.,2021,0.821084161,TRUE,20,51,0,760,125,325,91,214,34,111,59,72,343,0.667,2.176,1.611,5.258,0.385,0.425,0.306,0.819,0.481,0.437,22.4,2.2,7.2,2020,0.818621692,FALSE,19,Fr,79,Kentucky,SEC,Wing G,1343,2.4,3.7,-14,21.4,40.7,44.7,9,10,43,86,0.5,30,104,0.288,51,65,0.785,73,190,0.384,34.5,30,2.233804914,100,7.446016381,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,2.55,0.9,2.18,97.7,-1.5
Obi Toppin,2020,0.761933855,TRUE,22,62,0,683,104,209,78,124,26,85,19,26,253,0.419,1.371,1.37,4.48,0.498,0.629,0.306,0.731,0.574,0.56,15.9,1.9,6.2,2019,0.875812749,TRUE,21,So,81,Dayton,A10,Wing F,1626,4.3,1.5,368,26.2,67.4,68.4,107,115,167,202,0.827,46,103,0.447,99,141,0.702,213,305,0.698,21.2,32,1.96801968,82,5.043050431,0.39,2018,20,23.9,68.4,69.2,84,92,148,185,0.8,42,96,0.438,62,87,0.713,190,281,0.676,7,11,21,0.524,,,,,,,,,,,,,,,,,,,,,,,,4.18,5.06,4.25,5.1,115.1,20.4
De'Anthony Melton,2018,0.654152123,TRUE,20,50,31,984,100,256,71,161,29,95,21,28,250,0.58,1.9,1.061,3.476,0.391,0.441,0.305,0.75,0.466,0.447,15,1.4,4.6,2016,0.591659726,FALSE,18,Fr,76,USC,P12,Combo G,1705,2.3,2.6,103,19.1,48.3,53,18,22,67,107,0.626,13,51,0.255,77,109,0.706,80,157,0.51,32,21,1.231671554,74,4.340175953,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,3.74,2.18,4.77,110.4,5.6
Lonzo Ball,2017,0.857261629,TRUE,20,52,50,1780,203,564,113,269,90,295,32,71,528,1.731,5.673,1.82,5.966,0.36,0.42,0.305,0.451,0.444,0.44,17.4,2.4,7.9,2016,1.192933964,TRUE,19,Fr,78,UCLA,P12,Scoring PG,2314,1.8,1.4,514,20.1,66.8,67.3,37,40,94,120,0.783,15,29,0.517,66,98,0.673,109,149,0.732,56.6,80,3.45721694,194,8.38375108,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51,7.89,5.52,7.42,124.1,30.6
Tyus Jones,2015,0.654720398,TRUE,19,37,0,573,56,156,40,103,16,53,28,39,156,0.432,1.432,1.005,3.33,0.359,0.388,0.302,0.718,0.45,0.41,16.1,1.4,4.7,2014,0.916821046,TRUE,18,Fr,73,Duke,ACC,Scoring PG,2119,1,1.7,480,19.9,48.9,57.5,0,0,51,87,0.586,37,113,0.327,144,162,0.889,88,200,0.44,38.3,47,2.218027371,124,5.851816895,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.22,7.14,4.36,5.79,119.8,21.5
Malaki Branham,2022,0.843440099,TRUE,19,66,32,1550,269,611,192,356,77,255,58,70,673,1.167,3.864,1.788,5.923,0.44,0.539,0.302,0.829,0.524,0.503,19.1,2.3,7.8,2021,0.993257281,TRUE,18,Fr,77,Ohio St.,B10,Wing G,1541,2.2,2.2,111,23.4,55.4,59.4,12,13,57,79,0.722,66,153,0.431,80,96,0.833,123,232,0.53,28,37,2.401038287,90,5.8403634,0.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42,3.71,3.09,3.83,116.9,20.6
Scottie Barnes,2021,0.57898506,FALSE,20,74,74,2617,459,932,401,739,58,193,158,215,1134,0.784,2.608,0.798,2.655,0.492,0.543,0.301,0.735,0.552,0.524,19,1.1,3.7,2020,0.521098825,FALSE,19,Fr,81,Florida St.,ACC,Scoring PG,1114,1.6,1.3,165,25.3,53.1,54.8,19,21,61,89,0.685,26,66,0.394,41,66,0.621,87,155,0.561,20.5,11,0.987432675,40,3.590664273,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72,6.08,3.08,4.7,109.8,13.5
Tyrese Maxey,2020,0.692954039,TRUE,20,61,8,935,198,429,167,326,31,103,61,70,488,0.508,1.689,1.194,3.966,0.462,0.512,0.301,0.871,0.531,0.498,23,1.6,5.3,2019,0.732230871,FALSE,19,Fr,75,Kentucky,SEC,Combo G,1797,2,2.6,240,22.1,47.4,53.1,7,10,71,109,0.651,46,129,0.357,100,120,0.833,117,238,0.492,32.2,33,1.83639399,113,6.288258208,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,3.64,1.66,2.53,110.9,20.8
Mohamed Bamba,2018,0.636396103,FALSE,20,47,1,766,117,243,96,173,21,70,37,63,292,0.447,1.489,0.987,3.29,0.481,0.555,0.3,0.587,0.539,0.525,17.8,1.3,4.5,2017,0.508944509,FALSE,19,Fr,83,Texas,B12,C,1489,5,3,82,21.5,56.7,59.3,65,68,109,143,0.762,23,75,0.307,81,119,0.681,132,219,0.603,18.9,14,0.940228341,51,3.425117529,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,5.33,1.74,4.46,107.2,19
Jarrett Culver,2019,0.779696608,FALSE,20,63,35,1506,230,569,164,348,66,221,54,117,580,1.048,3.508,1.578,5.283,0.404,0.471,0.299,0.462,0.467,0.462,19.2,2,6.8,2018,0.867088896,TRUE,19,So,77,Texas Tech,B12,Wing G,1979,2.9,1.2,374,32.2,50.5,54.2,28,29,147,221,0.665,58,169,0.343,147,208,0.707,205,390,0.526,29.2,49,2.475997979,161,8.13542193,0.304,2017,18,21.3,53.9,55.9,16,17,78,130,0.6,12,45,0.267,70,108,0.648,89,174,0.511,45.3,55,144,0.382,,,,,,,,,,,,,,,,,,,,,,,,2.65,5.32,1.79,2.79,111.6,29.2
Paolo Banchero,2022,0.711465249,FALSE,20,72,72,2430,479,1122,394,837,85,285,394,534,1437,1.181,3.958,1.259,4.222,0.427,0.471,0.298,0.738,0.529,0.465,27.5,1.7,5.7,2021,0.819214573,TRUE,19,Fr,82,Duke,ACC,Wing F,2213,3.6,2.5,449,27.2,52,55.7,41,44,127,188,0.676,74,195,0.379,137,188,0.729,201,383,0.525,25.3,44,1.988251243,130,5.874378671,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,6.97,3.89,5.53,119.9,30.7
Josh Christopher,2021,0.766177003,FALSE,20,74,2,1334,224,500,168,311,56,189,83,113,587,0.757,2.554,1.511,5.1,0.448,0.54,0.296,0.735,0.534,0.504,21.1,2,6.7,2020,0.819123137,TRUE,19,Fr,77,Arizona St.,P12,Wing G,818,3.4,2.9,-53,24.3,48.3,52.9,10,11,32,44,0.727,26,73,0.356,44,55,0.8,58,117,0.496,33.5,18,2.200488998,59,7.212713936,0.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,1.87,0.83,1.92,103.4,4.3
Isaiah Whitehead,2016,0.61172502,FALSE,21,73,26,1643,204,508,160,359,44,149,91,113,543,0.603,2.041,0.964,3.265,0.402,0.446,0.295,0.805,0.487,0.445,18.2,1.3,4.3,2015,1.246010958,TRUE,20,So,76,Seton Hall,BE,Scoring PG,1905,1.6,1,301,31.1,45.8,51.1,0,1,47,96,0.49,66,193,0.342,149,196,0.76,113,290,0.39,43.4,81,4.251968504,222,11.65354331,0.365,2014,19,29.2,44,47.7,0,0,23,58,0.397,32,86,0.372,47,63,0.746,55,144,0.382,41.9,36,104,0.346,,,,,,,,,,,,,,,,,,,,,,,,3.45,6.34,2.35,3.89,107.4,12.7
Brandon Ingram,2016,0.588,FALSE,19,79,40,2279,276,686,221,499,55,187,133,214,740,0.696,2.367,0.869,2.954,0.402,0.443,0.294,0.621,0.474,0.442,16.8,1.2,4,2015,1.250861278,TRUE,18,Fr,81,Duke,ACC,Stretch 4,2095,3.7,3,280,24.6,52.5,55.3,17,17,69,117,0.59,65,172,0.378,116,170,0.682,134,289,0.464,40.3,80,3.818615752,195,9.307875895,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13,5.71,3.79,5.63,117,11.5
Rashad Vaughn,2015,0.802413547,FALSE,19,70,6,1001,81,266,38,119,43,147,12,15,217,0.614,2.1,1.546,5.287,0.305,0.319,0.293,0.8,0.398,0.385,13.5,2.2,7.5,2014,1.295695577,TRUE,18,Fr,78,UNLV,MWC,Wing G,1232,3.1,1.9,112,28.8,52.1,54.7,3,4,48,87,0.552,42,100,0.42,68,98,0.694,90,187,0.481,43,54,4.383116883,141,11.44480519,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,3.19,0.93,1.18,104.1,8
Isaac Okoro,2020,0.641942365,FALSE,20,67,67,2173,235,559,173,345,62,214,114,157,646,0.925,3.194,1.027,3.545,0.42,0.501,0.29,0.726,0.514,0.476,14.3,1.4,4.9,2019,0.618656039,FALSE,19,Fr,78,Auburn,SEC,Wing G,1496,2.9,2.5,207,20,55.3,58.5,19,23,101,149,0.678,4,25,0.16,90,134,0.672,105,174,0.603,28.7,20,1.336898396,70,4.679144385,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,3.95,1.62,2.19,106.4,11.8
Kris Dunn,2016,0.481916175,FALSE,22,78,7,1333,118,313,97,240,21,73,36,59,293,0.269,0.936,0.567,1.971,0.377,0.404,0.288,0.61,0.432,0.411,14.2,0.8,2.8,2015,0.910807261,TRUE,21,Jr,76,Providence,BE,Pure PG,1885,1.3,1,148,29.3,49.9,54.1,27,29,99,157,0.631,42,138,0.304,132,190,0.695,142,298,0.477,27.5,42,2.228116711,113,5.99469496,0.372,2014,20,30,50.9,54.6,17,18,97,167,0.581,61,146,0.418,118,172,0.686,158,313,0.505,19.7,27,77,0.351,,,,,,,,,,,,,,,,,,,,,,,,3.69,6.89,2.79,5.2,105.8,6.5
Rui Hachimura,2019,0.480242855,FALSE,21,48,48,1444,254,545,229,458,25,87,116,140,649,0.521,1.813,0.623,2.169,0.466,0.5,0.287,0.829,0.535,0.489,19,0.8,2.8,2018,0.572044508,FALSE,20,Jr,80,Gonzaga,WCC,Wing F,1913,3.6,1.9,611,26.4,60.8,63.9,58,60,185,257,0.72,75,171,0.439,164,222,0.739,260,429,0.606,7.7,15,0.78410873,36,1.881860951,0.417,2017,19,23.9,57.7,62.5,21,22,115,169,0.68,39,85,0.459,105,132,0.795,154,254,0.606,9.3,5,26,0.192,,,,,,,,,,,,,,,,,,,,,,,,4.5,5.89,3.39,4.12,126,38.1
K.J. McDaniels,2014,0.679165959,FALSE,21,62,15,1352,172,434,129,284,43,150,100,133,487,0.694,2.419,1.145,3.994,0.396,0.454,0.287,0.752,0.494,0.446,19.3,1.6,5.6,2013,0.838946043,TRUE,20,Jr,77,Clemson,ACC,Stretch 4,1812,3.9,1.6,202,28.5,50.5,56.6,57,62,110,157,0.701,57,159,0.358,154,183,0.842,167,317,0.527,30.3,42,2.317880795,138,7.61589404,0.304,2012,19,22.9,49.6,52.5,37,41,61,90,0.678,16,66,0.242,54,79,0.684,77,156,0.494,38.1,32,96,0.333,,,,,,,,,,,,,,,,,,,,,,,,2.14,5.08,1.7,3.65,104.6,9
Rondae Hollis-Jefferson,2015,0.299959331,FALSE,21,29,17,615,63,138,59,124,4,14,37,52,167,0.138,0.483,0.234,0.82,0.457,0.476,0.286,0.712,0.519,0.471,13.5,0.3,1.1,2014,0.265336496,FALSE,20,So,79,Arizona,P12,Wing F,1765,3.9,3.3,576,20.9,51.3,57.3,40,43,91,127,0.717,41,119,0.345,145,205,0.707,132,246,0.537,10.5,6,0.339943343,29,1.64305949,0.207,2013,19,20.4,49.4,54.4,28,30,92,132,0.697,27,105,0.257,103,151,0.682,119,237,0.502,4,2,10,0.2,,,,,,,,,,,,,,,,,,,,,,,,4.2,8.4,2.58,4.27,116.7,31.7
Jabari Walker,2022,0.599918661,FALSE,20,56,0,619,83,198,67,142,16,56,34,45,216,0.286,1,0.931,3.257,0.419,0.472,0.286,0.756,0.496,0.46,17.3,1.3,4.4,2021,0.886015209,TRUE,19,So,81,Colorado,P12,PF/C,1586,5,2.4,112,27,51.3,57,26,27,101,178,0.567,23,65,0.354,127,162,0.784,124,243,0.51,30,36,2.269861286,104,6.557377049,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43,4.13,1.5,2.53,107.8,14.6
Josh Okogie,2018,0.677688645,FALSE,20,74,52,1757,196,508,136,293,60,215,118,162,570,0.811,2.905,1.229,4.405,0.386,0.464,0.279,0.728,0.492,0.445,15.4,1.6,5.9,2017,0.995528782,TRUE,19,So,76,Georgia Tech,ACC,Wing G,1457,2.9,1.6,-61,26.8,47.5,55,16,17,68,127,0.535,27,93,0.29,133,162,0.821,95,220,0.432,31.3,38,2.608098833,100,6.863417982,0.38,2016,18,26.6,48.1,54.5,24,28,108,215,0.502,54,134,0.403,177,237,0.747,163,350,0.466,16.7,26,70,0.371,,,,,,,,,,,,,,,,,,,,,,,,2.25,3.36,1.64,2.81,105.8,8.5
Jordan Poole,2019,0.882275467,FALSE,20,57,14,1274,167,502,93,237,74,265,95,119,503,1.298,4.649,2.091,7.488,0.333,0.392,0.279,0.798,0.454,0.406,21.1,2.8,10,2018,1.171506364,TRUE,19,So,77,Michigan,B10,Combo G,2014,2,2.6,393,20,53.8,57.3,7,7,63,89,0.708,23,77,0.299,75,90,0.833,86,166,0.518,55,75,3.723932473,203,10.07944389,0.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76,4.89,1.28,1.89,113.8,30
Jawun Evans,2017,0.512606672,FALSE,21,48,4,778,89,253,74,199,15,54,38,49,231,0.313,1.125,0.694,2.499,0.352,0.372,0.278,0.776,0.421,0.381,17.7,0.9,3.4,2016,0.893204116,TRUE,20,So,73,Oklahoma St.,B12,Pure PG,1648,1,1,195,33.3,47.5,53.3,0,0,93,191,0.487,76,182,0.418,145,180,0.806,169,373,0.453,20,35,2.123786408,93,5.643203883,0.376,2015,19,26.5,51.7,57.5,0,0,52,93,0.559,26,73,0.356,70,84,0.833,78,166,0.47,19.4,19,40,0.475,,,,,,,,,,,,,,,,,,,,,,,,8.32,9.25,6.7,8.1,120.4,10.4
Justise Winslow,2015,0.453514278,FALSE,19,78,8,2232,195,462,163,346,32,116,80,117,502,0.41,1.487,0.516,1.871,0.422,0.471,0.276,0.684,0.489,0.457,12.5,0.7,2.7,2014,1.027630369,TRUE,18,Fr,78,Duke,ACC,Wing G,1820,3.7,3.1,446,22.4,55.1,57.2,24,25,112,163,0.687,15,85,0.176,100,156,0.641,127,246,0.516,30.9,46,2.527472527,110,6.043956044,0.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,7.36,3.56,6.01,120.5,23.5
Andrew Harrison,2016,0.647277375,FALSE,22,72,18,1474,117,360,74,204,43,156,148,194,425,0.597,2.167,1.05,3.81,0.325,0.363,0.276,0.763,0.477,0.385,16.4,1.5,5.5,2014,0.926018533,TRUE,20,So,78,Kentucky,SEC,Scoring PG,1608,1,1.9,289,21.8,44.6,53.1,5,5,35,58,0.603,30,115,0.261,126,159,0.792,65,173,0.376,35.2,36,2.23880597,94,5.845771144,0.383,2013,19,21.8,41.7,50.6,0,1,46,95,0.484,42,142,0.296,159,208,0.764,88,236,0.373,28.5,33,94,0.351,,,,,,,,,,,,,,,,,,,,,,,,3.26,5.95,3.2,4.34,106.3,15.5
Aaron Gordon,2014,0.477144737,FALSE,19,47,8,797,93,208,80,160,13,48,44,61,243,0.277,1.021,0.587,2.168,0.447,0.5,0.271,0.721,0.517,0.478,15.5,0.8,3.1,2013,0.547296641,FALSE,18,Fr,80,Arizona,P12,Wing F,1904,4.1,3.4,418,23.2,51.6,50.3,54,56,137,198,0.692,36,140,0.257,76,180,0.422,173,337,0.513,11.8,16,0.840336134,45,2.363445378,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79,6.38,2.78,4.5,110.6,21.8
Cameron Thomas,2021,0.724486025,FALSE,20,67,2,1176,218,503,171,329,47,174,87,105,570,0.701,2.597,1.439,5.327,0.433,0.52,0.27,0.829,0.519,0.48,22.1,1.9,7.2,2020,1.113019195,TRUE,19,Fr,76,LSU,SEC,Wing G,1782,2.3,2.4,182,29.2,47.4,55.3,3,3,52,81,0.642,83,210,0.395,194,220,0.882,135,291,0.464,41.8,68,3.815937149,209,11.72839506,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63,4.24,3.51,3.49,119.5,20.5
Tyler Ulis,2016,0.490479765,FALSE,21,61,15,1123,184,437,163,358,21,79,55,71,444,0.344,1.295,0.673,2.533,0.421,0.455,0.266,0.775,0.474,0.445,20.3,0.9,3.4,2015,0.940834082,TRUE,20,So,69,Kentucky,SEC,Pure PG,2139,1,1,415,24.1,49.7,56.7,0,0,47,82,0.573,90,200,0.45,167,195,0.856,137,282,0.486,36.2,55,2.571294998,160,7.480130902,0.344,2014,19,14.7,50.6,55.1,0,0,7,18,0.389,27,70,0.386,42,52,0.808,34,88,0.386,46.7,33,77,0.429,,,,,,,,,,,,,,,,,,,,,,,,5.97,7.82,5.02,5.43,115.5,18.6
Josh Jackson,2017,0.605471469,FALSE,20,77,35,1959,389,932,332,715,57,217,177,279,1012,0.74,2.818,1.047,3.988,0.417,0.464,0.263,0.634,0.48,0.448,26,1.4,5.3,2016,0.835315205,TRUE,19,Fr,80,Kansas,B12,Wing F,1843,3.5,2.5,312,27.3,55.2,56,57,67,131,190,0.689,55,149,0.369,98,173,0.566,186,339,0.549,21,34,1.844818231,90,4.883342377,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32,6.92,3.97,6.2,115.7,15.6
Cleanthony Early,2014,0.683212412,FALSE,23,39,7,647,76,214,54,130,22,84,36,48,210,0.564,2.154,1.224,4.674,0.355,0.415,0.262,0.75,0.447,0.407,19.6,1.8,6.8,2013,1.352944379,TRUE,22,Sr,80,Wichita St.,MVC,Stretch 4,1313,4.1,2.2,343,26.4,57.3,62.9,19,20,76,101,0.752,41,101,0.406,144,171,0.842,117,202,0.579,45.7,64,4.874333587,170,12.94744859,0.376,2012,21,26.8,51.4,56.5,21,26,95,133,0.714,42,122,0.344,129,163,0.791,137,256,0.535,36.6,47,148,0.318,,,,,,,,,,,,,,,,,,,,,,,,4.5,7.07,2.92,3.64,117.2,28.7
Bruce Brown,2018,0.461524431,FALSE,22,74,56,1449,125,314,101,221,24,93,45,60,319,0.324,1.257,0.596,2.311,0.398,0.457,0.258,0.75,0.469,0.436,11.5,0.8,3.2,2017,0.640390281,FALSE,21,So,77,Miami FL,ACC,Wing G,1043,2.9,2.6,144,22.1,45.7,48.8,14,15,48,89,0.539,14,39,0.359,44,70,0.629,62,128,0.484,31.9,16,1.534036433,60,5.752636625,0.267,2016,20,21.5,51.5,55.9,18,23,90,144,0.625,11,53,0.208,90,121,0.744,101,197,0.513,32.5,33,95,0.347,,,,,,,,,,,,,,,,,,,,,,,,2.61,5.73,1.64,3.45,110,22.2
Dwayne Bacon,2017,0.435952291,FALSE,22,53,6,713,72,192,61,149,11,43,20,25,175,0.208,0.811,0.555,2.171,0.375,0.409,0.256,0.8,0.431,0.404,13.7,0.8,2.9,2016,1.016262617,TRUE,21,So,79,Florida St.,ACC,Wing G,1836,2.5,2.7,265,27.4,51,54.4,22,26,94,150,0.627,70,167,0.419,104,138,0.754,164,318,0.516,35,57,3.104575163,171,9.31372549,0.333,2015,20,27.3,48.3,52.1,11,11,111,175,0.634,53,151,0.351,110,154,0.714,165,327,0.505,25.9,32,114,0.281,,,,,,,,,,,,,,,,,,,,,,,,3.98,5.39,2.94,3.74,112.3,12.3
Dalano Banton,2021,0.490502294,FALSE,22,64,1,696,83,202,70,151,13,51,26,44,205,0.203,0.797,0.672,2.638,0.411,0.464,0.255,0.591,0.463,0.443,16.9,0.9,3.7,2020,0.588467726,FALSE,21,So,81,Nebraska,B10,Stretch 4,1325,3.1,1.8,-168,22.8,44.6,48.6,3,5,44,73,0.603,22,60,0.367,56,84,0.667,66,133,0.496,37.3,19,1.433962264,79,5.962264151,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.66,0.68,0.16,2.09,96.4,0.7
Evan Mobley,2021,0.353553391,FALSE,20,69,69,2331,422,830,399,738,23,92,167,252,1034,0.333,1.333,0.355,1.421,0.508,0.541,0.25,0.663,0.549,0.522,20.4,0.5,2,2020,0.43188945,FALSE,19,Fr,85,USC,P12,C,1930,4.5,1.8,310,23.4,59.5,62.4,63,66,113,144,0.785,72,157,0.459,134,193,0.694,185,301,0.615,11.7,12,0.621761658,40,2.07253886,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,6.64,2.86,4.65,111.7,25.8
Jaxson Hayes,2019,0.111803399,FALSE,19,64,14,1080,174,259,173,255,1,4,123,190,472,0.016,0.063,0.033,0.133,0.672,0.678,0.25,0.647,0.689,0.674,15,0,0.2,2018,0,FALSE,18,Fr,83,Texas,B12,C,1106,5,2.3,103,16.9,72.8,73.9,74,75,105,123,0.854,18,46,0.391,74,100,0.74,123,169,0.728,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,3.57,1.54,3.21,116.2,21.4
Jabari Parker,2014,0.262202212,FALSE,19,25,25,738,129,263,125,247,4,16,46,66,308,0.16,0.64,0.195,0.78,0.49,0.506,0.25,0.697,0.527,0.498,20.7,0.3,1.1,2013,0.876091216,TRUE,18,Fr,80,Duke,ACC,PF/C,1770,5,2.9,268,31.6,51.1,55.8,61,66,124,199,0.623,74,193,0.383,160,214,0.748,198,393,0.504,21.2,38,2.146892655,106,5.988700565,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.86,4.29,5.63,115.9,12.5
Keita Bates-Diop,2018,0.559016994,FALSE,23,30,3,503,60,142,47,90,13,52,18,28,151,0.433,1.733,0.93,3.722,0.423,0.522,0.25,0.643,0.489,0.468,14.1,1.2,5,2017,1.171132042,TRUE,22,Jr,79,Ohio St.,B10,PF/C,1729,4.6,2.4,291,27.5,54.4,57.7,17,18,92,137,0.672,89,194,0.459,112,141,0.794,181,331,0.547,35.7,66,3.817235396,184,10.64198959,0.359,2015,20,18.7,51.1,54.9,14,15,66,92,0.717,39,108,0.361,70,89,0.787,105,200,0.525,35.7,36,111,0.324,,,,,,,,,,,,,,,,,,,,,,,,3.5,6.53,3.79,5.38,116,27.7
Jeremy Sochan,2022,0.510116457,FALSE,19,56,53,1458,250,552,217,418,33,134,81,116,614,0.589,2.393,0.815,3.309,0.453,0.519,0.246,0.698,0.509,0.483,19.8,1.1,4.3,2021,0.732964282,FALSE,18,Fr,81,Baylor,B12,Stretch 4,1321,4.2,3.3,291,20,53.1,54.6,15,20,51,68,0.75,25,62,0.403,53,90,0.589,76,130,0.585,38.4,24,1.81680545,81,6.131718395,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,5.11,2.61,4.14,118.1,31
T.J. Warren,2014,0.310314034,FALSE,21,40,1,614,113,214,108,193,5,21,14,19,245,0.125,0.525,0.293,1.231,0.528,0.56,0.238,0.737,0.551,0.54,17.8,0.4,1.7,2013,0.642860455,FALSE,20,So,80,North Carolina St.,ACC,Wing F,2001,3.2,1.3,7,33.6,54.8,57.4,37,37,192,251,0.765,120,286,0.42,156,226,0.69,311,536,0.58,17.8,31,1.549225387,116,5.797101449,0.267,2012,19,18.5,64.5,63.8,14,14,107,142,0.754,65,130,0.5,39,72,0.542,172,272,0.632,9,14,27,0.519,,,,,,,,,,,,,,,,,,,,,,,,4.27,5.03,2.66,3.34,111.6,9.9
Nassir Little,2019,0.524621864,FALSE,19,48,5,573,65,151,51,92,14,59,28,44,172,0.292,1.229,0.88,3.707,0.43,0.554,0.237,0.636,0.505,0.477,13.7,1.2,4.9,2018,0.573009263,FALSE,18,Fr,78,North Carolina,ACC,Wing F,1146,4.3,3.7,198,24,50.5,55.1,35,38,86,126,0.683,31,95,0.326,77,100,0.77,117,221,0.529,19,14,1.221640489,52,4.537521815,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,5.4,1.73,2.96,117.4,29.6
